,index,fixed_diffs,num_int_sites,sample1,species_id
0,C9-e003Coalescence-mGAM-p3,0,4236713,C9-e003Coalescence-mGAM-p3,102478
1,G8-e003Coalescence-mBHI-p1_S814,17385,1070229,C9-e003Coalescence-mGAM-p3,102478
2,C2-e003Coalescence-mGAM-p1_S722,59786,2903325,C9-e003Coalescence-mGAM-p3,102478
3,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,41,4319862,C9-e003Coalescence-mGAM-p3,102478
4,E4-e003Coalescence-mBHI-p7_S99,58660,2835827,C9-e003Coalescence-mGAM-p3,102478
5,D11-e003Coalescence-mBHI-p5,12050,4408319,C9-e003Coalescence-mGAM-p3,102478
6,C9-e003Coalescence-mGAM-p7,17,4234716,C9-e003Coalescence-mGAM-p3,102478
7,Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706,63071,3106643,C9-e003Coalescence-mGAM-p3,102478
8,C8-e003Coalescence-mGAM-p7,64736,3044114,C9-e003Coalescence-mGAM-p3,102478
9,F3-e004Assembly-epsilon-p3,48250,2175500,C9-e003Coalescence-mGAM-p3,102478
10,B2-e003Coalescence-mBHI-p3,62799,3126249,C9-e003Coalescence-mGAM-p3,102478
11,H5-e003Coalescence-mGAM-p3_S96,56678,3974654,C9-e003Coalescence-mGAM-p3,102478
12,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,11547,4213988,C9-e003Coalescence-mGAM-p3,102478
13,A8-e003Coalescence-mBHI-p3,63927,2881854,C9-e003Coalescence-mGAM-p3,102478
14,e004-inoculumn-fecal-BD,63713,2803534,C9-e003Coalescence-mGAM-p3,102478
15,G5-e003Coalescence-mGAM-p3_S84,60681,2811089,C9-e003Coalescence-mGAM-p3,102478
16,A4-e003Coalescence-mBHI-p7,62266,2844471,C9-e003Coalescence-mGAM-p3,102478
17,G3-e003Coalescence-mBHI-p3_S34,193,4011311,C9-e003Coalescence-mGAM-p3,102478
18,E5-e003Coalescence-mGAM-p3_S60,59535,2919736,C9-e003Coalescence-mGAM-p3,102478
19,A10-e003Coalescence-mGAM-p1_S768,60859,2911055,C9-e003Coalescence-mGAM-p3,102478
20,G8-e003Coalescence-mGAM-p5_S77,57742,2620834,C9-e003Coalescence-mGAM-p3,102478
21,H111-e003Coalescence-mGAM-p3_S192,11902,4418804,C9-e003Coalescence-mGAM-p3,102478
22,Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,62058,2718916,C9-e003Coalescence-mGAM-p3,102478
23,E4-e003Coalescence-mBHI-p5_S3,56857,2761132,C9-e003Coalescence-mGAM-p3,102478
24,B9-e003Coalescence-mGAM-p5,8,4217623,C9-e003Coalescence-mGAM-p3,102478
25,E3-e003Coalescence-mGAM-p7_S146,57890,2859619,C9-e003Coalescence-mGAM-p3,102478
26,H8-e003Coalescence-mBHI-p5_S41,60915,3074883,C9-e003Coalescence-mGAM-p3,102478
27,A4-e003Coalescence-mBHI-inoculumn-redo,62859,3157064,C9-e003Coalescence-mGAM-p3,102478
28,G8-e003Coalescence-mGAM-p1_S818,60840,2933036,C9-e003Coalescence-mGAM-p3,102478
29,B3-e003Coalescence-mBHI-p3,68744,2923562,C9-e003Coalescence-mGAM-p3,102478
30,C2-e003Coalescence-mBHI-p5,46605,2154402,C9-e003Coalescence-mGAM-p3,102478
31,C5-e003Coalescence-mGAM-p1_S746,22025,1459011,C9-e003Coalescence-mGAM-p3,102478
32,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,60905,2842642,C9-e003Coalescence-mGAM-p3,102478
33,B3-e004Assembly-mBHI-p7,64970,2885128,C9-e003Coalescence-mGAM-p3,102478
34,B5-e004Assembly-mBHI-p7,4101,1473491,C9-e003Coalescence-mGAM-p3,102478
35,C4-e003GlycerolRevival-mBHI-p2,7769,2754008,C9-e003Coalescence-mGAM-p3,102478
36,G100-e003Coalescence-mGAM-p5_S79,26479,1335844,C9-e003Coalescence-mGAM-p3,102478
37,G5-e004Assembly-epsilon-p3,12043,4188813,C9-e003Coalescence-mGAM-p3,102478
38,H2-e003Coalescence-mGAM-p3_S93,59387,2856297,C9-e003Coalescence-mGAM-p3,102478
39,Assembly-G11-D9-ACPP-mGAM-3_S702,201,3964920,C9-e003Coalescence-mGAM-p3,102478
40,Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,54487,4066779,C9-e003Coalescence-mGAM-p3,102478
41,G8-e003Coalescence-mGAM-p7_S173,60232,2768474,C9-e003Coalescence-mGAM-p3,102478
42,B2-e003Assembly-mBHI-p5,60412,2728848,C9-e003Coalescence-mGAM-p3,102478
43,G2-e003Coalescence-mBHI-p5_S25,57084,2694604,C9-e003Coalescence-mGAM-p3,102478
44,A4-e003Coalescence-mBHI-p1_S732,29689,1531543,C9-e003Coalescence-mGAM-p3,102478
45,C3-e004Assembly-mBHI-p5,62802,2794904,C9-e003Coalescence-mGAM-p3,102478
46,F2-e003Coalescence-mGAM-p5_S61,61046,2853972,C9-e003Coalescence-mGAM-p3,102478
47,B2-e003Coalescence-mBHI-p5,29922,3296505,C9-e003Coalescence-mGAM-p3,102478
48,B8-e003Assembly-mGAM-p5,60986,2667864,C9-e003Coalescence-mGAM-p3,102478
49,G9-e003Coalescence-mGAM-p3_S178,34,4317949,C9-e003Coalescence-mGAM-p3,102478
50,Assembly-G7-C3-ACPP-mBHI-3_S698,63820,2936863,C9-e003Coalescence-mGAM-p3,102478
51,F9-e003Coalescence-mGAM-p5_S66,65,3888865,C9-e003Coalescence-mGAM-p3,102478
52,Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,60312,2742440,C9-e003Coalescence-mGAM-p3,102478
53,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,62173,3472409,C9-e003Coalescence-mGAM-p3,102478
54,C4-e003Coalescence-mGAM-p7,8823,3206014,C9-e003Coalescence-mGAM-p3,102478
55,e004-inoculumn-fecal-AK,10230,4177585,C9-e003Coalescence-mGAM-p3,102478
56,H5-e003Coalescence-mGAM-p5_S88,39703,2765799,C9-e003Coalescence-mGAM-p3,102478
57,D3-e004Assembly-mGAM-p7,45190,2062142,C9-e003Coalescence-mGAM-p3,102478
58,C8-e003Assembly-mGAM-p3,66170,2802085,C9-e003Coalescence-mGAM-p3,102478
59,Assembly-G8-C4-AE-mBHI-3_S699,9468,3438281,C9-e003Coalescence-mGAM-p3,102478
60,F10-e003Coalescence-mGAM-p1_S833,229,2195765,C9-e003Coalescence-mGAM-p3,102478
61,C3-e003Coalescence-mGAM-p3,12,4428199,C9-e003Coalescence-mGAM-p3,102478
62,E100-e003Coalescence-mGAM-p3_S155,59295,2909775,C9-e003Coalescence-mGAM-p3,102478
63,B3-e003Coalescence-mGAM-p1_S729,63964,2832386,C9-e003Coalescence-mGAM-p3,102478
64,G4-e003Coalescence-mBHI-p5_S27,7666,2717693,C9-e003Coalescence-mGAM-p3,102478
65,H4-e003Coalescence-mGAM-p1_S803,32646,1966136,C9-e003Coalescence-mGAM-p3,102478
