,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,2596,20289
C9-e003Coalescence-mGAM-p3,2748,21529
C11-e003Coalescence-mBHI-p3,2715,21189
D11-e003Coalescence-mBHI-p5,2756,21188
C9-e003Coalescence-mGAM-p7,2643,21364
C8-e003Coalescence-mGAM-p7,2718,21427
D10-e003Coalescence-mBHI-p3,2751,21519
F3-e004Assembly-epsilon-p3,2650,21077
B2-e003Coalescence-mBHI-p3,2031,17207
A8-e003Coalescence-mBHI-p3,2691,21269
e004-inoculumn-fecal-BD,2584,20329
A4-e003Coalescence-mBHI-p7,2249,18737
B9-e003Coalescence-mGAM-p5,2671,21106
A4-e003Coalescence-mBHI-inoculumn-redo,2742,21524
B3-e003Coalescence-mBHI-p3,2685,21130
D4-e003Coalescence-mBHI-p5,2697,20929
C2-e003Coalescence-mBHI-p5,757,7399
B3-e004Assembly-mBHI-p7,2626,20913
B5-e004Assembly-mBHI-p7,2709,21274
D4-e003Coalescence-mBHI-p3,2743,21142
C4-e003GlycerolRevival-mBHI-p2,2578,21210
D10-e003Assembly-mGAM-p5,1764,15847
B2-e003Assembly-mBHI-p5,962,9371
C3-e004Assembly-mBHI-p5,2576,20789
B8-e003Assembly-mGAM-p5,2614,20945
F4-e004Assembly-epsilon-p5,2583,20526
C4-e003Coalescence-mGAM-p7,2634,21314
B12-e003Coalescence-mBHI-p3,2600,20666
D3-e004Assembly-mGAM-p7,2612,20838
C8-e003Assembly-mGAM-p3,2660,21226
C3-e003Coalescence-mGAM-p3,2729,21480
B4-e003Assembly-mBHI-p5,2517,20840
D4-e004Assembly-mGAM-p5,2612,20632
D3-e003Coalescence-Inoculumn-mBHI,2765,21486
C8-e003Assembly-mGAM-p5,2681,21260
C3-e003Coalescence-mBHI-p7,2736,21401
D11-e003Coalescence-mGAM-p5,2759,21224
A11-e003Coalescence-mGAM-p7,2757,21181
B8-e003Coalescence-mBHI-p5,2697,21226
B10-e003Assembly-mGAM-p5,2420,20169
C2-e003Coalescence-mGAM-p7,2631,21007
D3-e003Coalescence-mBHI-p5,2728,21193
B11-e003Coalescence-mGAM-p3,2771,21557
C4-e003Coalescence-mBHI-inoculumn-redo,2775,21572
B5-e003Assembly-mBHI-p5,2682,20037
D2-e003Coalescence-mBHI-p5,2402,17792
D8-e003Assembly-mGAM-p5,2678,21225
D5-e003Coalescence-mGAM-p5,2763,21381
B5-e003Coalescence-mBHI-p5,2736,21272
D5-e003Coalescence-mBHI-p7,2739,21208
C9-e003Coalescence-mBHI-p5,2567,21128
A5-e003Coalescence-mGAM-p3,2766,21343
A2-e003Coalescence-Inoculumn-mGAM,2683,21252
E5-e004Assembly-mGAM-p5,2503,19704
D8-e003Coalescence-mGAM-p5,2766,21511
A12-e003Coalescence-mGAM-p3,2749,21342
C2-e003Coalescence-mBHI-p3,2518,20560
C4-e004Assembly-mBHI-p5,2186,18424
D9-e003Coalescence-mGAM-p7,2766,21523
D4-e003Coalescence-mBHI-p7,2771,21491
D8-e003Assembly-mGAM-p3,2634,21091
E4-e004Assembly-mGAM-p7,2560,20444
E3-e004Assembly-mGAM-p3,2653,21045
B10-e003Coalescence-mGAM-p3,2743,21507
A9-e003Coalescence-mGAM-p7,2717,21266
D5-e004Assembly-mGAM-p5,1434,11280
B5-e003Coalescence-Inoculumn-mGAM,2762,21513
D10-e003Coalescence-mBHI-p5,2554,20608
D5-e003Coalescence-mBHI-p3,2756,21046
C5-e003Coalescence-mBHI-p3,2421,17922
D9-e003Coalescence-mGAM-p5,2772,21532
C9-e003Coalescence-mBHI-p3,2640,21403
D10-e003Coalescence-mGAM-p5,2775,21561
C8-e003Coalescence-mBHI-p7,2022,17917
B11-e003Assembly-mGAM-p5,2760,21049
G3-e004Assembly-epsilon-p7,2451,19817
B4-e003Coalescence-mGAM-p5,2691,21469
D4-e003Coalescence-mGAM-p5,2770,21414
C3-e004Assembly-mBHI-p7,2596,20861
B5-e003Coalescence-mGAM-p5,2772,21500
BB-Fecal,1575,13192
B5-e003Coalescence-Inoculumn-mBHI,2745,21366
G3-e004Assembly-epsilon-p3,2572,20715
C2-e003Coalescence-mGAM-p3,2617,21118
B5-e003Coalescence-mGAM-p7,2771,21409
D8-e003Coalescence-mBHI-p5,2757,21433
E5-e004Assembly-mGAM-p7,2355,18859
C10-e003Assembly-mGAM-p3,2560,20881
B10-e003Coalescence-mBHI-p5,2662,21283
D5-e003Coalescence-Inoculumn-mGAM,2731,20874
B3-e004Assembly-mBHI-p5,2599,20821
B5-e003Coalescence-mBHI-p3,2774,21551
G4-e004Assembly-epsilon-p5,2579,20529
C4-e003Coalescence-mGAM-p5,2715,21418
C5-e003Coalescence-mGAM-p7,2762,21383
C5-e003Coalescence-mBHI-inoculumn-redo,2774,21568
A10-e003Coalescence-mBHI-p5,1710,15211
BF-Fecal,1901,16990
AM-Fecal,2033,16682
B8-e003Assembly-mGAM-p3,2593,20878
A4-e003Coalescence-mGAM-p5,2740,21004
D5-e003Coalescence-mBHI-p5,2708,21532
D3-e003Assembly-mBHI-p3,2664,21044
D4-e003Coalescence-mGAM-p7,2761,21236
A8-e003Coalescence-mBHI-p7,2681,21235
e003-inoculumn-fecal-AC,2546,20376
E3-e004Assembly-mGAM-p7,2412,19741
B9-e003GlycerolRevival-mGAM-p2,2545,20246
C4-e003Coalescence-mGAM-p3,2724,21526
B2-e003Coalescence-Inoculumn-mGAM,2722,21343
D5-e003Coalescence-mGAM-p7,2754,20966
C5-e003Coalescence-mBHI-p5,2762,21505
C5-e003Coalescence-mGAM-p3,2774,21525
A3-e003Coalescence-mBHI-inoculumn-redo,2427,19610
D9-e003Assembly-mGAM-p5,1934,15688
B12-e003Coalescence-mGAM-p3,2763,21405
A11-e003Coalescence-mBHI-p7,2491,19271
A3-e003Coalescence-Inoculumn-mGAM,2679,21310
D10-e003Assembly-mGAM-p3,2522,21032
C3-e003Coalescence-mGAM-p5,2744,21547
C10-e003GlycerolRevival-mGAM-p2,2551,21035
D3-e003Assembly-mBHI-p5,2682,21061
A10-e003Coalescence-mGAM-p3,2740,21521
A9-e003Coalescence-mBHI-p3,2750,21488
A2-e003Coalescence-Inoculumn-mBHI,2602,20975
D3-e003Coalescence-mBHI-p7,2702,21119
C3-e003Coalescence-mBHI-p5,2685,21182
D11-e003Assembly-mGAM-p3,2741,20916
D2-e003Assembly-mBHI-p3,2694,21301
B3-e003Assembly-mBHI-p5,2602,20687
A9-e003Coalescence-mBHI-p5,2628,20907
D5-e003Coalescence-Inoculumn-mBHI,2775,21572
B2-e003Coalescence-mGAM-p3,2611,20792
C11-e003Coalescence-mGAM-p5,2768,21452
G4-e004Assembly-epsilon-p3,2594,20583
B3-e003Coalescence-Inoculumn-mBHI,2663,21072
A8-e003Coalescence-mBHI-p5,2540,20567
D5-e004Assembly-mGAM-p7,2722,21295
C2-e003Assembly-mBHI-p5,1401,12799
D9-e003Coalescence-mBHI-p3,2038,16415
D5-e003Assembly-mBHI-p5,2616,19455
A5-e003Coalescence-mBHI-p7,2706,20810
BG-Fecal,2703,21317
D2-e003Coalescence-mGAM-p5,2769,21392
B9-e003Assembly-mGAM-p5,1625,14048
D3-e003Coalescence-mGAM-p3,2772,21482
D9-e003Coalescence-mGAM-p3,2765,21463
D3-e003Coalescence-mGAM-p5,2774,21536
C10-e003Coalescence-mGAM-p3,2615,21187
A5-e003Coalescence-mBHI-inoculumn-redo,2707,20885
B11-e003Assembly-mGAM-p3,2749,21090
D2-e003Assembly-mBHI-p5,2086,17760
B9-e003Coalescence-mGAM-p7,2674,21069
B11-e003Coalescence-mGAM-p7,2769,21467
C3-e003Coalescence-Inoculumn-mGAM,2736,21467
B5-e003Coalescence-mBHI-p7,2738,21310
A3-e003Coalescence-mGAM-p7,2655,21026
D4-e003Coalescence-Inoculumn-mBHI,2773,21564
A4-e003Coalescence-mBHI-p5,2532,20603
B3-e003Coalescence-mBHI-p7,2685,21065
D10-e003Coalescence-mGAM-p7,2774,21539
C12-e003Coalescence-mGAM-p3,2760,21328
C11-e003Coalescence-mGAM-p3,2771,21546
D5-e004Assembly-mGAM-p3,2721,21293
A10-e003Coalescence-mBHI-p7,2263,19455
C10-e003Coalescence-mBHI-p7,2577,21044
B9-e003Coalescence-mBHI-p5,2689,21095
F4-e004Assembly-epsilon-p3,2576,20571
B10-e003Coalescence-mBHI-p3,2624,21314
C11-e003Coalescence-mBHI-p5,2733,21514
A2-e003Coalescence-mGAM-p7,2654,21137
C5-e003Assembly-mBHI-p3,2415,16946
E3-e004Assembly-mGAM-p5,2610,20849
C3-e003GlycerolRevival-mBHI-p2,2692,21224
D10-e003Coalescence-mGAM-p3,2767,21497
B10-e003Coalescence-mGAM-p7,2587,21248
C4-e004Assembly-mBHI-p3,1684,13720
A9-e003Coalescence-mBHI-p7,2725,21244
C2-e003Coalescence-Inoculumn-mGAM,2689,21317
B3-e003Coalescence-Inoculumn-mGAM,2661,21030
D11-e003Coalescence-mGAM-p7,2749,21202
D5-e003Coalescence-mGAM-p3,2761,21388
E4-e004Assembly-mGAM-p5,2382,19266
D2-e003Coalescence-Inoculumn-mBHI,2662,20272
B4-e003Coalescence-Inoculumn-mGAM,2730,21482
A10-e003Coalescence-mGAM-p7,2585,20898
