,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,6729,19049
C9-e003Coalescence-mGAM-p3,7045,20336
C11-e003Coalescence-mBHI-p3,6917,19912
D11-e003Coalescence-mBHI-p5,6919,19669
C9-e003Coalescence-mGAM-p7,6894,20065
C8-e003Coalescence-mGAM-p7,7002,20189
D10-e003Coalescence-mBHI-p3,7043,20245
F3-e004Assembly-epsilon-p3,6841,19804
B2-e003Coalescence-mBHI-p3,4934,16766
A8-e003Coalescence-mBHI-p3,6927,20038
e004-inoculumn-fecal-BD,6594,19118
A4-e003Coalescence-mBHI-p7,5852,17562
B9-e003Coalescence-mGAM-p5,6909,20308
A4-e003Coalescence-mBHI-inoculumn-redo,7031,20238
B3-e003Coalescence-mBHI-p3,6976,20328
D4-e003Coalescence-mBHI-p5,6847,19558
C2-e003Coalescence-mBHI-p5,2237,6867
B3-e004Assembly-mBHI-p7,6781,19601
B5-e004Assembly-mBHI-p7,6959,20055
D4-e003Coalescence-mBHI-p3,6873,19694
C4-e003GlycerolRevival-mBHI-p2,6800,19877
D10-e003Assembly-mGAM-p5,4716,14860
B2-e003Assembly-mBHI-p5,2641,8857
C3-e004Assembly-mBHI-p5,6710,19500
B8-e003Assembly-mGAM-p5,6729,19738
F4-e004Assembly-epsilon-p5,6671,19297
C4-e003Coalescence-mGAM-p7,6891,19956
B12-e003Coalescence-mBHI-p3,6602,19935
D3-e004Assembly-mGAM-p7,6739,19554
C8-e003Assembly-mGAM-p3,6885,19997
C3-e003Coalescence-mGAM-p3,7012,20162
B4-e003Assembly-mBHI-p5,6673,19364
D4-e004Assembly-mGAM-p5,6691,19410
D3-e003Coalescence-Inoculumn-mBHI,7072,20345
C8-e003Assembly-mGAM-p5,6909,20027
C3-e003Coalescence-mBHI-p7,7050,20333
D11-e003Coalescence-mGAM-p5,6931,19704
A11-e003Coalescence-mGAM-p7,6980,19736
B8-e003Coalescence-mBHI-p5,6963,20316
B10-e003Assembly-mGAM-p5,6374,18712
C2-e003Coalescence-mGAM-p7,6801,19513
D3-e003Coalescence-mBHI-p5,7006,20226
B11-e003Coalescence-mGAM-p3,7071,20327
C4-e003Coalescence-mBHI-inoculumn-redo,6864,19862
B5-e003Assembly-mBHI-p5,6766,18568
D2-e003Coalescence-mBHI-p5,6271,16469
D8-e003Assembly-mGAM-p5,6904,19996
D5-e003Coalescence-mGAM-p5,7044,20015
B5-e003Coalescence-mBHI-p5,6991,20261
D5-e003Coalescence-mBHI-p7,6979,19956
C9-e003Coalescence-mBHI-p5,6745,19919
A5-e003Coalescence-mGAM-p3,7036,19975
A2-e003Coalescence-Inoculumn-mGAM,6914,20020
E5-e004Assembly-mGAM-p5,6432,18532
D8-e003Coalescence-mGAM-p5,7017,20189
A12-e003Coalescence-mGAM-p3,6958,19994
C2-e003Coalescence-mBHI-p3,6607,19169
C4-e004Assembly-mBHI-p5,5839,17302
D9-e003Coalescence-mGAM-p7,7044,20238
D4-e003Coalescence-mBHI-p7,7037,20198
D8-e003Assembly-mGAM-p3,6791,19879
E4-e004Assembly-mGAM-p7,6617,19251
E3-e004Assembly-mGAM-p3,6839,19728
B10-e003Coalescence-mGAM-p3,7045,20329
A9-e003Coalescence-mGAM-p7,7047,20339
D5-e004Assembly-mGAM-p5,3472,10668
B5-e003Coalescence-Inoculumn-mGAM,7007,20243
D10-e003Coalescence-mBHI-p5,6776,19362
D5-e003Coalescence-mBHI-p3,7010,19600
C5-e003Coalescence-mBHI-p3,6248,16518
D9-e003Coalescence-mGAM-p5,7065,20288
C9-e003Coalescence-mBHI-p3,6900,20073
D10-e003Coalescence-mGAM-p5,7051,20286
C8-e003Coalescence-mBHI-p7,5525,16834
B11-e003Assembly-mGAM-p5,6912,19491
G3-e004Assembly-epsilon-p7,6300,18537
B4-e003Coalescence-mGAM-p5,6974,20211
D4-e003Coalescence-mGAM-p5,6934,19896
C3-e004Assembly-mBHI-p7,6751,19566
B5-e003Coalescence-mGAM-p5,7062,20196
BB-Fecal,4145,12566
B5-e003Coalescence-Inoculumn-mBHI,7044,20299
G3-e004Assembly-epsilon-p3,6696,19420
C2-e003Coalescence-mGAM-p3,6790,19696
B5-e003Coalescence-mGAM-p7,7055,20058
D8-e003Coalescence-mBHI-p5,7035,20203
E5-e004Assembly-mGAM-p7,5999,17834
C10-e003Assembly-mGAM-p3,6680,19549
B10-e003Coalescence-mBHI-p5,6884,20141
D5-e003Coalescence-Inoculumn-mGAM,6839,19278
B3-e004Assembly-mBHI-p5,6746,19511
B5-e003Coalescence-mBHI-p3,7075,20328
G4-e004Assembly-epsilon-p5,6669,19290
C4-e003Coalescence-mGAM-p5,6971,20088
C5-e003Coalescence-mGAM-p7,6903,19875
C5-e003Coalescence-mBHI-inoculumn-redo,7068,20329
A10-e003Coalescence-mBHI-p5,4644,14374
BF-Fecal,5119,15900
AM-Fecal,5431,15788
B8-e003Assembly-mGAM-p3,6747,19665
A4-e003Coalescence-mGAM-p5,7004,19672
D5-e003Coalescence-mBHI-p5,7019,20223
D3-e003Assembly-mBHI-p3,6801,20276
D4-e003Coalescence-mGAM-p7,6878,19614
A8-e003Coalescence-mBHI-p7,6887,20003
e003-inoculumn-fecal-AC,6365,19559
E3-e004Assembly-mGAM-p7,6277,18499
B9-e003GlycerolRevival-mGAM-p2,6497,19624
C4-e003Coalescence-mGAM-p3,7026,20225
B2-e003Coalescence-Inoculumn-mGAM,6950,20134
D5-e003Coalescence-mGAM-p7,6949,19456
C5-e003Coalescence-mBHI-p5,7035,20225
C5-e003Coalescence-mGAM-p3,6958,20119
A3-e003Coalescence-mBHI-inoculumn-redo,6041,18983
D9-e003Assembly-mGAM-p5,4613,15376
B12-e003Coalescence-mGAM-p3,7047,20093
A11-e003Coalescence-mBHI-p7,6407,18058
A3-e003Coalescence-Inoculumn-mGAM,6907,20088
D10-e003Assembly-mGAM-p3,6752,19693
C3-e003Coalescence-mGAM-p5,7040,20306
C10-e003GlycerolRevival-mGAM-p2,6717,19713
D3-e003Assembly-mBHI-p5,6862,20301
A10-e003Coalescence-mGAM-p3,7040,20268
A9-e003Coalescence-mBHI-p3,7048,20345
A2-e003Coalescence-Inoculumn-mBHI,6744,19729
D3-e003Coalescence-mBHI-p7,6976,20310
C3-e003Coalescence-mBHI-p5,6971,20312
D11-e003Assembly-mGAM-p3,6962,19426
D2-e003Assembly-mBHI-p3,6927,20073
B3-e003Assembly-mBHI-p5,6606,20031
A9-e003Coalescence-mBHI-p5,6725,20068
D5-e003Coalescence-Inoculumn-mBHI,7079,20346
B2-e003Coalescence-mGAM-p3,6678,20065
C11-e003Coalescence-mGAM-p5,6950,20019
G4-e004Assembly-epsilon-p3,6670,19362
B3-e003Coalescence-Inoculumn-mBHI,7079,20346
A8-e003Coalescence-mBHI-p5,6608,19364
D5-e004Assembly-mGAM-p7,6961,20060
C2-e003Assembly-mBHI-p5,3833,12052
D9-e003Coalescence-mBHI-p3,4986,15989
D5-e003Assembly-mBHI-p5,6688,18071
A5-e003Coalescence-mBHI-p7,6874,19520
BG-Fecal,6938,20136
D2-e003Coalescence-mGAM-p5,7040,20054
B9-e003Assembly-mGAM-p5,4100,13747
D3-e003Coalescence-mGAM-p3,7016,20114
D9-e003Coalescence-mGAM-p3,7056,20211
D3-e003Coalescence-mGAM-p5,7074,20290
C10-e003Coalescence-mGAM-p3,6848,19784
A5-e003Coalescence-mBHI-inoculumn-redo,6866,19602
B11-e003Assembly-mGAM-p3,7011,19646
D2-e003Assembly-mBHI-p5,5567,16742
B9-e003Coalescence-mGAM-p7,6895,20297
B11-e003Coalescence-mGAM-p7,7054,20202
C3-e003Coalescence-Inoculumn-mGAM,7033,20321
B5-e003Coalescence-mBHI-p7,7033,20302
A3-e003Coalescence-mGAM-p7,6792,20220
D4-e003Coalescence-Inoculumn-mBHI,7071,20325
A4-e003Coalescence-mBHI-p5,6613,19313
