,sample,diversity
0,C12-e003Coalescence-mBHI-p3,0.002119711591071456
1,C9-e003Coalescence-mGAM-p3,0.012707092023209889
2,B5-e004Assembly-mBHI-p3,0.002506832732966747
3,C11-e003Coalescence-mBHI-p3,0.0019230617222728613
4,D11-e003Coalescence-mBHI-p5,0.00022049011743703788
5,C9-e003Coalescence-mGAM-p7,0.0012663762847440843
6,C8-e003Coalescence-mGAM-p7,0.008359797491531065
7,D10-e003Coalescence-mBHI-p3,0.002358000652844324
8,F3-e004Assembly-epsilon-p3,8.128061791500782e-05
9,A8-e003Coalescence-mBHI-p3,7.960131293859484e-05
10,A4-e003Coalescence-mBHI-p7,6.917619516006263e-05
11,B9-e003Coalescence-mGAM-p5,0.00035748706373617495
12,A4-e003Coalescence-mBHI-inoculumn-redo,0.0003068526293821562
13,B3-e003Coalescence-mBHI-p3,4.9594444719969136e-05
14,D4-e003Coalescence-mBHI-p5,0.00999481664448676
15,C2-e003Coalescence-mBHI-p5,0.00014777243607786623
16,B3-e004Assembly-mBHI-p7,5.2835168618300574e-05
17,B5-e004Assembly-mBHI-p7,0.0017906921878547049
18,D4-e003Coalescence-mBHI-p3,0.008735430125683449
19,C4-e003GlycerolRevival-mBHI-p2,4.534466194137502e-05
20,C5-e004Assembly-mBHI-p3,0.0012938662941371244
21,D10-e003Assembly-mGAM-p5,7.829307082952092e-05
22,C3-e004Assembly-mBHI-p5,4.941340768052265e-05
23,B8-e003Assembly-mGAM-p5,8.030178174358111e-05
24,F4-e004Assembly-epsilon-p5,6.275141670228974e-05
25,C4-e003Coalescence-mGAM-p7,0.009708268096696015
26,B12-e003Coalescence-mBHI-p3,0.001648245268768018
27,D3-e004Assembly-mGAM-p7,5.216781303632779e-05
28,C8-e003Assembly-mGAM-p3,9.142515724161286e-05
29,C3-e003Coalescence-mGAM-p3,0.010191527315278568
30,B4-e003Assembly-mBHI-p5,0.00011594366076359289
31,D4-e004Assembly-mGAM-p5,0.00012404800429201938
32,D3-e003Coalescence-Inoculumn-mBHI,0.004758120843307931
33,C8-e003Assembly-mGAM-p5,6.541640165861616e-05
34,C3-e003Coalescence-mBHI-p7,0.0005183328526599699
35,D11-e003Coalescence-mGAM-p5,0.0004247444012294815
36,A11-e003Coalescence-mGAM-p7,0.000755296741831925
37,B8-e003Coalescence-mBHI-p5,6.902849792528697e-05
38,B10-e003Assembly-mGAM-p5,0.0024031371357846566
39,C2-e003Coalescence-mGAM-p7,9.199492330928068e-05
40,D3-e003Coalescence-mBHI-p5,0.00835040855504693
41,B11-e003Coalescence-mGAM-p3,6.272636716389295e-05
42,C4-e003Coalescence-mBHI-inoculumn-redo,8.612812455233856e-05
43,B5-e003Assembly-mBHI-p5,0.005528641133669383
44,D2-e003Coalescence-mBHI-p5,0.004938321279952563
45,D8-e003Assembly-mGAM-p5,8.753970512784106e-05
46,D5-e003Coalescence-mGAM-p5,0.004930428965508781
47,B5-e003Coalescence-mBHI-p5,0.008581428513188799
48,D5-e003Coalescence-mBHI-p7,0.000881033868137076
49,C9-e003Coalescence-mBHI-p5,0.009565650239401364
50,A10-e003Coalescence-mBHI-p3,0.0034400000174023017
51,A5-e003Coalescence-mGAM-p3,0.0067172998642025744
52,A2-e003Coalescence-Inoculumn-mGAM,7.616674905756835e-05
53,E5-e004Assembly-mGAM-p5,0.0007638959547205783
54,D8-e003Coalescence-mGAM-p5,0.0002698645164500696
55,A12-e003Coalescence-mGAM-p3,0.005411013708153274
56,C2-e003Coalescence-mBHI-p3,0.006898553148936874
57,C4-e004Assembly-mBHI-p5,5.5723143958438074e-05
58,D9-e003Coalescence-mGAM-p7,0.008003748359165513
59,D4-e003Coalescence-mBHI-p7,0.009573538600773921
60,D8-e003Assembly-mGAM-p3,9.298228229158981e-05
61,E4-e004Assembly-mGAM-p7,9.917809546319721e-05
62,E3-e004Assembly-mGAM-p3,5.20607916503127e-05
63,B10-e003Coalescence-mGAM-p3,0.010846200268401942
64,A9-e003Coalescence-mGAM-p7,7.265012548187628e-05
65,D5-e004Assembly-mGAM-p5,0.0023908359036455
66,B5-e003Coalescence-Inoculumn-mGAM,7.457866719123122e-05
67,D10-e003Coalescence-mBHI-p5,0.0030379702778611647
68,D5-e003Coalescence-mBHI-p3,0.006046471291110903
69,C5-e003Coalescence-mBHI-p3,0.001071199839542634
70,D9-e003Coalescence-mGAM-p5,0.009380200695263222
71,C9-e003Coalescence-mBHI-p3,0.010433587904670862
72,D10-e003Coalescence-mGAM-p5,0.009320422320470987
73,C8-e003Coalescence-mBHI-p7,0.006812216492745661
74,B11-e003Assembly-mGAM-p5,0.003196722643159903
75,G3-e004Assembly-epsilon-p7,6.0482535427885136e-05
76,B4-e003Coalescence-mGAM-p5,7.183567768319165e-05
77,D4-e003Coalescence-mGAM-p5,0.009826539188862218
78,C3-e004Assembly-mBHI-p7,4.9966344784114164e-05
79,B5-e003Coalescence-mGAM-p5,0.006151099741446985
80,B5-e003Coalescence-Inoculumn-mBHI,0.004858936958380829
81,G3-e004Assembly-epsilon-p3,7.211529636239956e-05
82,C2-e003Coalescence-mGAM-p3,7.118451025056947e-05
83,B5-e003Coalescence-mGAM-p7,0.00607005140590303
84,D8-e003Coalescence-mBHI-p5,0.0065094791297481145
85,E5-e004Assembly-mGAM-p7,0.00221246278003102
86,C10-e003Assembly-mGAM-p3,0.005695434500198737
87,B10-e003Coalescence-mBHI-p5,0.011016878273044926
88,D5-e003Coalescence-Inoculumn-mGAM,0.000244021370510441
89,B3-e004Assembly-mBHI-p5,5.692104690534438e-05
90,B5-e003Coalescence-mBHI-p3,0.010385031541555234
91,G4-e004Assembly-epsilon-p5,6.229426420770442e-05
92,C4-e003Coalescence-mGAM-p5,0.0008763397546690614
93,C5-e003Coalescence-mGAM-p7,0.009979270005540821
94,C5-e003Coalescence-mBHI-inoculumn-redo,0.009720979651167527
95,A10-e003Coalescence-mBHI-p5,0.0033028195820296907
96,B8-e003Assembly-mGAM-p3,9.926121297202252e-05
97,A4-e003Coalescence-mGAM-p5,7.014638674082977e-05
98,D5-e003Coalescence-mBHI-p5,5.528419979798975e-05
99,D4-e003Coalescence-mGAM-p7,0.009532397347882656
100,E4-e004Assembly-mGAM-p3,7.054378372155092e-05
101,A8-e003Coalescence-mBHI-p7,7.440629886206843e-05
102,E3-e004Assembly-mGAM-p7,5.0499656650659804e-05
103,B9-e003GlycerolRevival-mGAM-p2,6.967120228991615e-05
104,C4-e003Coalescence-mGAM-p3,0.010127710158197994
105,B2-e003Coalescence-Inoculumn-mGAM,0.0057616665541542775
106,D5-e003Coalescence-mGAM-p7,0.0036048667238121716
107,C5-e003Coalescence-mBHI-p5,0.008104336388584989
108,C5-e003Coalescence-mGAM-p3,0.002941439503385703
109,D9-e003Assembly-mGAM-p5,7.241400748301627e-05
110,B12-e003Coalescence-mGAM-p3,7.75521506602259e-05
111,A11-e003Coalescence-mBHI-p7,0.006048410904127218
112,A3-e003Coalescence-Inoculumn-mGAM,0.005712075083131645
113,D10-e003Assembly-mGAM-p3,0.006537082813126138
114,C3-e003Coalescence-mGAM-p5,0.00027869846032499635
115,B4-e004Assembly-mBHI-p5,5.4356518783613574e-05
116,C10-e003GlycerolRevival-mGAM-p2,0.007121048622293831
117,A10-e003Coalescence-mGAM-p3,6.948351036039227e-05
118,A9-e003Coalescence-mBHI-p3,0.0003198139745269306
119,A2-e003Coalescence-Inoculumn-mBHI,0.0001292512340693188
120,D3-e003Coalescence-mBHI-p7,6.321773302862111e-05
121,C3-e003Coalescence-mBHI-p5,0.003217557292322582
122,D11-e003Assembly-mGAM-p3,0.0024107561474702634
123,D2-e003Assembly-mBHI-p3,0.00011003396633182473
124,A9-e003Coalescence-mBHI-p5,0.00022121728358114886
125,D5-e003Coalescence-Inoculumn-mBHI,0.004679379074539177
126,B2-e003Coalescence-mGAM-p3,0.0036505133026584237
127,B4-e003Assembly-mBHI-p3,0.009867111588108109
128,C11-e003Coalescence-mGAM-p5,0.008977547156418835
129,G4-e004Assembly-epsilon-p3,9.326132272855617e-05
130,B3-e003Coalescence-Inoculumn-mBHI,0.003797428759110388
131,A8-e003Coalescence-mBHI-p5,7.984219127527623e-05
132,D5-e004Assembly-mGAM-p7,0.00037258879096510383
133,D9-e003Coalescence-mBHI-p3,0.0015633014277158935
134,D5-e003Assembly-mBHI-p5,0.002036792128607502
135,A5-e003Coalescence-mBHI-p7,0.0025230960982963206
136,BG-Fecal,0.0030774004297299076
137,D2-e003Coalescence-mGAM-p5,0.0060125761168734766
138,B9-e003Assembly-mGAM-p5,0.0030880495466370918
139,D3-e003Coalescence-mGAM-p3,0.010015559753191274
140,D9-e003Coalescence-mGAM-p3,0.00013836470397547804
141,D3-e003Coalescence-mGAM-p5,0.0059427411646307314
142,C10-e003Coalescence-mGAM-p3,0.009459197945163304
143,A5-e003Coalescence-mBHI-inoculumn-redo,0.004947965614087438
144,B11-e003Assembly-mGAM-p3,0.005227577179095589
145,B9-e003Coalescence-mGAM-p7,0.008779201919174372
146,B11-e003Coalescence-mGAM-p7,0.008602006395070451
147,C3-e003Coalescence-Inoculumn-mGAM,0.011033463690531617
148,B5-e003Coalescence-mBHI-p7,0.0001913785018287394
149,A3-e003Coalescence-mGAM-p7,0.007508357496653694
150,D4-e003Coalescence-Inoculumn-mBHI,0.009604612271627882
151,A4-e003Coalescence-mBHI-p5,8.170587777989934e-05
152,B3-e003Coalescence-mBHI-p7,5.7118842922938905e-05
153,D10-e003Coalescence-mGAM-p7,0.008557601620743463
154,C12-e003Coalescence-mGAM-p3,0.009026916616595026
155,C11-e003Coalescence-mGAM-p3,0.00935221653549996
156,D5-e004Assembly-mGAM-p3,0.009264383697173226
157,A10-e003Coalescence-mBHI-p7,0.0063106699938163405
158,C10-e003Coalescence-mBHI-p7,0.010295690029998332
159,B9-e003Coalescence-mBHI-p5,0.00010178897234892179
160,F4-e004Assembly-epsilon-p3,6.432892522366548e-05
161,B10-e003Coalescence-mBHI-p3,0.009029698535206026
162,C11-e003Coalescence-mBHI-p5,0.0009325607933699054
163,A2-e003Coalescence-mGAM-p7,7.367698557340555e-05
164,C5-e003Assembly-mBHI-p3,0.004941954831107538
165,E3-e004Assembly-mGAM-p5,5.1744350178806814e-05
166,C3-e003GlycerolRevival-mBHI-p2,0.00014245545161276963
167,D10-e003Coalescence-mGAM-p3,0.009769644640887837
168,B10-e003Coalescence-mGAM-p7,0.00030694264200654075
169,C4-e004Assembly-mBHI-p3,6.81654306210371e-05
170,A9-e003Coalescence-mBHI-p7,6.610338321246743e-05
171,C2-e003Coalescence-Inoculumn-mGAM,0.011129963288322674
172,B3-e003Coalescence-Inoculumn-mGAM,6.422134650617048e-05
173,D11-e003Coalescence-mGAM-p7,7.685828463198704e-05
174,D5-e003Coalescence-mGAM-p3,0.0055767599481396845
175,D4-e004Assembly-mGAM-p3,5.947158242572858e-05
176,E4-e004Assembly-mGAM-p5,7.391678593990295e-05
177,E5-e004Assembly-mGAM-p3,0.0005548735347834461
178,D2-e003Coalescence-Inoculumn-mBHI,0.004363456839338068
179,B4-e003Coalescence-Inoculumn-mGAM,0.011180513162807703
180,A10-e003Coalescence-mGAM-p7,0.0036772006908021887
181,B2-e003Assembly-mBHI-p3,0.0001861324758144699
182,F4-e004Assembly-epsilon-p7,4.91335752936946e-05
183,D9-e003Coalescence-mBHI-p5,0.00010255441456272687
184,C4-e003Coalescence-Inoculumn-mGAM,0.013462253547976902
185,D4-e003Coalescence-mGAM-p3,0.008347720224612989
186,B9-e003Coalescence-mBHI-p7,0.0004373452891039795
187,A2-e003Coalescence-mGAM-p5,6.970151438721882e-05
188,D11-e003Assembly-mGAM-p5,0.0030435744880290584
189,C3-e003Coalescence-mGAM-p7,0.0002935514382685139
190,B11-e003GlycerolRevival-mGAM-p2,0.0005890319148201121
191,C5-e004Assembly-mBHI-p7,0.0006994262776179976
192,B3-e003Coalescence-mGAM-p5,0.00041124258478214315
193,D9-e003Coalescence-mBHI-p7,9.663442615947832e-05
194,B10-e003Assembly-mGAM-p3,0.0024539734598699745
195,D3-e004Assembly-mGAM-p5,5.04346944804844e-05
196,C5-e003Coalescence-mBHI-p7,0.009551085501026554
197,D12-e003Coalescence-mBHI-p3,0.002158608083645512
198,D4-e004Assembly-mGAM-p7,4.706777155136416e-05
199,C11-e003Coalescence-mGAM-p7,0.009733372521986307
200,C11-e003Assembly-mGAM-p3,0.0035541233977595286
201,D10-e003Coalescence-mBHI-p7,0.004220330095324408
202,C9-e003Coalescence-mBHI-p7,0.004186348336539848
203,A2-e003Coalescence-mBHI-p3,0.00021453635623845365
204,B8-e003Coalescence-mGAM-p5,0.001907684840990251
205,C3-e004Assembly-mBHI-p3,4.715950596086531e-05
206,C11-e003Assembly-mGAM-p5,0.005334283654620008
207,B10-e003GlycerolRevival-mGAM-p2,0.012816281581852027
208,B3-e003Coalescence-mBHI-p5,0.00010140587039255265
209,C2-e003Coalescence-mBHI-inoculumn-redo,0.00034792916852675236
210,A8-e003Coalescence-mGAM-p7,6.104862164843068e-05
211,C11-e003GlycerolRevival-mGAM-p2,0.006086537539721931
212,B2-e003Coalescence-Inoculumn-mBHI,0.005694198813325044
213,A11-e003Coalescence-mBHI-p5,0.005736204160926702
214,C10-e003Coalescence-mGAM-p5,0.009834044316431319
215,C4-e003Assembly-mBHI-p5,9.98975012290453e-05
216,C9-e003Assembly-mGAM-p5,8.47450997775767e-05
217,A5-e003Coalescence-Inoculumn-mGAM,0.0015731462333576243
218,D4-e003Coalescence-Inoculumn-mGAM,0.012795142783322387
219,A2-e003Coalescence-mBHI-p5,0.0001050624364691305
220,B5-e004Assembly-mBHI-p5,0.0005462289229657412
221,C5-e003Assembly-mBHI-p5,0.002485562948957075
222,C10-e003Coalescence-mBHI-p5,0.010334489133615588
223,B9-e003Coalescence-mBHI-p3,0.000749754743888563
224,C3-e003Coalescence-mBHI-inoculumn-redo,0.0005960162573132671
