,index,fixed_diffs,num_int_sites,sample1,species_id
0,C12-e003Coalescence-mBHI-p3,0,2013275,C12-e003Coalescence-mBHI-p3,100146
1,C9-e003Coalescence-mGAM-p3,9499,2261919,C12-e003Coalescence-mBHI-p3,100146
2,C11-e003Coalescence-mBHI-p3,3539,2132757,C12-e003Coalescence-mBHI-p3,100146
3,D11-e003Coalescence-mBHI-p5,7705,2137645,C12-e003Coalescence-mBHI-p3,100146
4,C9-e003Coalescence-mGAM-p7,10492,2250840,C12-e003Coalescence-mBHI-p3,100146
5,C8-e003Coalescence-mGAM-p7,1548,2056920,C12-e003Coalescence-mBHI-p3,100146
6,D10-e003Coalescence-mBHI-p3,4942,2206006,C12-e003Coalescence-mBHI-p3,100146
7,A8-e003Coalescence-mBHI-p3,13504,2374113,C12-e003Coalescence-mBHI-p3,100146
8,e004-inoculumn-fecal-BD,3897,767407,C12-e003Coalescence-mBHI-p3,100146
9,B9-e003Coalescence-mGAM-p5,12037,2287602,C12-e003Coalescence-mBHI-p3,100146
10,A4-e003Coalescence-mBHI-inoculumn-redo,6539,1160173,C12-e003Coalescence-mBHI-p3,100146
11,B3-e003Coalescence-mBHI-p3,10037,2348608,C12-e003Coalescence-mBHI-p3,100146
12,B3-e004Assembly-mBHI-p7,14232,1836283,C12-e003Coalescence-mBHI-p3,100146
13,B5-e004Assembly-mBHI-p7,5148,1761908,C12-e003Coalescence-mBHI-p3,100146
14,D4-e003Coalescence-mBHI-p3,3418,973269,C12-e003Coalescence-mBHI-p3,100146
15,C4-e003GlycerolRevival-mBHI-p2,5698,2195301,C12-e003Coalescence-mBHI-p3,100146
16,C5-e004Assembly-mBHI-p3,9060,2000435,C12-e003Coalescence-mBHI-p3,100146
17,C3-e004Assembly-mBHI-p5,13749,1770531,C12-e003Coalescence-mBHI-p3,100146
18,B8-e003Assembly-mGAM-p5,4243,776508,C12-e003Coalescence-mBHI-p3,100146
19,B12-e003Coalescence-mBHI-p3,3824,1002882,C12-e003Coalescence-mBHI-p3,100146
20,e004-inoculumn-fecal-AK,5883,960346,C12-e003Coalescence-mBHI-p3,100146
21,D3-e004Assembly-mGAM-p7,17265,2190104,C12-e003Coalescence-mBHI-p3,100146
22,D4-e004Assembly-mGAM-p5,9735,1627074,C12-e003Coalescence-mBHI-p3,100146
23,D3-e003Coalescence-Inoculumn-mBHI,7244,2356715,C12-e003Coalescence-mBHI-p3,100146
24,C3-e003Coalescence-mBHI-p7,8481,1581068,C12-e003Coalescence-mBHI-p3,100146
25,D11-e003Coalescence-mGAM-p5,8289,2241352,C12-e003Coalescence-mBHI-p3,100146
26,A11-e003Coalescence-mGAM-p7,6012,1654182,C12-e003Coalescence-mBHI-p3,100146
27,B8-e003Coalescence-mBHI-p5,9757,2334486,C12-e003Coalescence-mBHI-p3,100146
28,B10-e003Assembly-mGAM-p5,123,974252,C12-e003Coalescence-mBHI-p3,100146
29,C2-e003Coalescence-mGAM-p7,13597,2389992,C12-e003Coalescence-mBHI-p3,100146
30,B11-e003Coalescence-mGAM-p3,12227,2326984,C12-e003Coalescence-mBHI-p3,100146
31,B5-e003Assembly-mBHI-p5,3978,1155009,C12-e003Coalescence-mBHI-p3,100146
32,D8-e003Assembly-mGAM-p5,9008,1597650,C12-e003Coalescence-mBHI-p3,100146
33,D5-e003Coalescence-mGAM-p5,3709,1072516,C12-e003Coalescence-mBHI-p3,100146
34,B5-e003Coalescence-mBHI-p5,2969,672879,C12-e003Coalescence-mBHI-p3,100146
35,D5-e003Coalescence-mBHI-p7,3065,898126,C12-e003Coalescence-mBHI-p3,100146
36,C9-e003Coalescence-mBHI-p5,8017,2284376,C12-e003Coalescence-mBHI-p3,100146
37,A5-e003Coalescence-mGAM-p3,7328,2049776,C12-e003Coalescence-mBHI-p3,100146
38,A2-e003Coalescence-Inoculumn-mGAM,6843,1234845,C12-e003Coalescence-mBHI-p3,100146
39,E5-e004Assembly-mGAM-p5,6023,2071258,C12-e003Coalescence-mBHI-p3,100146
40,D8-e003Coalescence-mGAM-p5,8129,2227952,C12-e003Coalescence-mBHI-p3,100146
41,A12-e003Coalescence-mGAM-p3,5884,1592784,C12-e003Coalescence-mBHI-p3,100146
42,C4-e004Assembly-mBHI-p5,4635,773282,C12-e003Coalescence-mBHI-p3,100146
43,D9-e003Coalescence-mGAM-p7,7434,2209489,C12-e003Coalescence-mBHI-p3,100146
44,D8-e003Assembly-mGAM-p3,5085,884044,C12-e003Coalescence-mBHI-p3,100146
45,E4-e004Assembly-mGAM-p7,9181,1544836,C12-e003Coalescence-mBHI-p3,100146
46,E3-e004Assembly-mGAM-p3,17273,2195913,C12-e003Coalescence-mBHI-p3,100146
47,B10-e003Coalescence-mGAM-p3,8940,2231348,C12-e003Coalescence-mBHI-p3,100146
48,A9-e003Coalescence-mGAM-p7,8433,2100173,C12-e003Coalescence-mBHI-p3,100146
49,B5-e003Coalescence-Inoculumn-mGAM,7305,2322802,C12-e003Coalescence-mBHI-p3,100146
50,D10-e003Coalescence-mBHI-p5,4892,2140444,C12-e003Coalescence-mBHI-p3,100146
51,D5-e003Coalescence-mBHI-p3,7762,2149013,C12-e003Coalescence-mBHI-p3,100146
52,D9-e003Coalescence-mGAM-p5,8291,2314978,C12-e003Coalescence-mBHI-p3,100146
53,C9-e003Coalescence-mBHI-p3,7523,2298188,C12-e003Coalescence-mBHI-p3,100146
54,D10-e003Coalescence-mGAM-p5,8269,2249789,C12-e003Coalescence-mBHI-p3,100146
55,C8-e003Coalescence-mBHI-p7,4405,2168254,C12-e003Coalescence-mBHI-p3,100146
56,C3-e004Assembly-mBHI-p7,10097,1325265,C12-e003Coalescence-mBHI-p3,100146
57,B5-e003Coalescence-mGAM-p5,5020,1311811,C12-e003Coalescence-mBHI-p3,100146
58,BB-Fecal,10383,2387276,C12-e003Coalescence-mBHI-p3,100146
59,B5-e003Coalescence-Inoculumn-mBHI,7003,2225355,C12-e003Coalescence-mBHI-p3,100146
60,C2-e003Coalescence-mGAM-p3,7878,1414046,C12-e003Coalescence-mBHI-p3,100146
61,D8-e003Coalescence-mBHI-p5,8160,2215187,C12-e003Coalescence-mBHI-p3,100146
62,E5-e004Assembly-mGAM-p7,5245,1836693,C12-e003Coalescence-mBHI-p3,100146
63,B10-e003Coalescence-mBHI-p5,8219,2300884,C12-e003Coalescence-mBHI-p3,100146
64,D5-e003Coalescence-Inoculumn-mGAM,8128,2217496,C12-e003Coalescence-mBHI-p3,100146
65,B3-e004Assembly-mBHI-p5,15491,1960741,C12-e003Coalescence-mBHI-p3,100146
66,B5-e003Coalescence-mBHI-p3,5129,1082412,C12-e003Coalescence-mBHI-p3,100146
67,C5-e003Coalescence-mBHI-inoculumn-redo,7681,2303675,C12-e003Coalescence-mBHI-p3,100146
68,A10-e003Coalescence-mBHI-p5,5210,2142085,C12-e003Coalescence-mBHI-p3,100146
69,BF-Fecal,7126,2007262,C12-e003Coalescence-mBHI-p3,100146
70,AM-Fecal,7398,1310005,C12-e003Coalescence-mBHI-p3,100146
71,B8-e003Assembly-mGAM-p3,4001,726377,C12-e003Coalescence-mBHI-p3,100146
72,A4-e003Coalescence-mGAM-p5,7578,2161638,C12-e003Coalescence-mBHI-p3,100146
