,index,fixed_diffs,num_int_sites,sample1,species_id
0,C12-e003Coalescence-mBHI-p3,0,1731678,C12-e003Coalescence-mBHI-p3,102320
1,C9-e003Coalescence-mGAM-p3,0,1754349,C12-e003Coalescence-mBHI-p3,102320
2,F111-e003Coalescence-mBHI-p7_S116,9,1712963,C12-e003Coalescence-mBHI-p3,102320
3,C4-e003Coalescence-mBHI-p1_S734,5,1275435,C12-e003Coalescence-mBHI-p3,102320
4,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,15,1755611,C12-e003Coalescence-mBHI-p3,102320
5,C11-e003Coalescence-mBHI-p3,0,1753018,C12-e003Coalescence-mBHI-p3,102320
6,E4-e003Coalescence-mBHI-p7_S99,11,1727010,C12-e003Coalescence-mBHI-p3,102320
7,D11-e003Coalescence-mBHI-p5,0,1765476,C12-e003Coalescence-mBHI-p3,102320
8,C9-e003Coalescence-mGAM-p7,0,1774201,C12-e003Coalescence-mBHI-p3,102320
9,D10-e003Coalescence-mBHI-p3,0,1770884,C12-e003Coalescence-mBHI-p3,102320
10,F3-e004Assembly-epsilon-p3,1065,596785,C12-e003Coalescence-mBHI-p3,102320
11,H5-e003Coalescence-mGAM-p3_S96,14,1743283,C12-e003Coalescence-mBHI-p3,102320
12,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,16,1751166,C12-e003Coalescence-mBHI-p3,102320
13,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,14,1737356,C12-e003Coalescence-mBHI-p3,102320
14,H9-e003Coalescence-mGAM-p3_S190,14,1712343,C12-e003Coalescence-mBHI-p3,102320
15,F5-e003Coalescence-mBHI-p7_S112,14,1740456,C12-e003Coalescence-mBHI-p3,102320
16,E9-e003Coalescence-mBHI-p5_S6,14,1738681,C12-e003Coalescence-mBHI-p3,102320
17,G5-e003Coalescence-mGAM-p3_S84,13,1741142,C12-e003Coalescence-mBHI-p3,102320
18,A4-e003Coalescence-mBHI-p7,0,1824896,C12-e003Coalescence-mBHI-p3,102320
19,G3-e003Coalescence-mBHI-p3_S34,11,1728234,C12-e003Coalescence-mBHI-p3,102320
20,E5-e003Coalescence-mGAM-p3_S60,12,1666916,C12-e003Coalescence-mBHI-p3,102320
21,H111-e003Coalescence-mGAM-p3_S192,13,1752549,C12-e003Coalescence-mBHI-p3,102320
22,E4-e003Coalescence-mBHI-p5_S3,12,1745830,C12-e003Coalescence-mBHI-p3,102320
23,B4-e003Coalescence-mBHI-p5,0,1455954,C12-e003Coalescence-mBHI-p3,102320
24,B9-e003Coalescence-mGAM-p5,0,1765389,C12-e003Coalescence-mBHI-p3,102320
