,index,shared,sample1,species_id
0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
1,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
2,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
3,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
4,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
5,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
6,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
7,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
8,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
9,A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
10,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
11,A_D4_D5_AF_AF_mBHI_mBHI_2_S40,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
12,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
13,A_D12_D5_AF_AF_mBHI_mBHI_4_S48,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
14,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
15,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
16,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
17,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
18,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
19,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
20,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
21,A_H11_D4_AE_AF_mBHI_mGAM_4_S95,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
22,B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
23,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
24,B_C3_G4_AE_AE_mBHI_mBHI_2_S123,0,A_A11_A4_AE_AA_mBHI_mBHI_4_S11,102945
